ProviderName,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,BilledCost,EffectiveCost,ListCost,ChargeCategory,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,ServiceName,ConsumedQuantity,ConsumedUnit,RegionName,ResourceId,ResourceName,SkuId,Tags,UsageType,ProductFamily
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),compliance-user,CoreStack-Engg,copilot_for_business,"{""username"":""compliance-user"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Chitraj-2025,CoreStack-Engg,copilot_for_business,"{""username"":""Chitraj-2025"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),kavi-yarasi,CoreStack-Engg,copilot_for_business,"{""username"":""kavi-yarasi"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),pylaniharika,CoreStack-Engg,copilot_for_business,"{""username"":""pylaniharika"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),cs-gangareddy,CoreStack-Engg,copilot_for_business,"{""username"":""cs-gangareddy"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),KarthikeyaniS,CoreStack-Engg,copilot_for_business,"{""username"":""KarthikeyaniS"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),jayaprakashr-corestack,CoreStack-Engg,copilot_for_business,"{""username"":""jayaprakashr-corestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),manik1563,CoreStack-Engg,copilot_for_business,"{""username"":""manik1563"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),gvg-cs,CoreStack-Engg,copilot_for_business,"{""username"":""gvg-cs"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),NithinRam07,CoreStack-Engg,copilot_for_business,"{""username"":""NithinRam07"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),karthigavaradhan,CoreStack-Engg,copilot_for_business,"{""username"":""karthigavaradhan"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),saravana1257,CoreStack-Engg,copilot_for_business,"{""username"":""saravana1257"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),amitheshkn-corestack,CoreStack-Engg,copilot_for_business,"{""username"":""amitheshkn-corestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),ponrajcorestack,CoreStack-Engg,copilot_for_business,"{""username"":""ponrajcorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),mohanlalcorestack,CoreStack-Engg,copilot_for_business,"{""username"":""mohanlalcorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),vidyasagarkarnati,CoreStack-Engg,copilot_for_business,"{""username"":""vidyasagarkarnati"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),sundarmurthi007,CoreStack-Engg,copilot_for_business,"{""username"":""sundarmurthi007"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Subhashini-Varatharajan,CoreStack-Engg,copilot_for_business,"{""username"":""Subhashini-Varatharajan"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),sneham0615,CoreStack-Engg,copilot_for_business,"{""username"":""sneham0615"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),SaranyaJeyakumar,CoreStack-Engg,copilot_for_business,"{""username"":""SaranyaJeyakumar"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),ramya-c2,CoreStack-Engg,copilot_for_business,"{""username"":""ramya-c2"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,1.4800000000000006,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,37,requests,global   # geographic region (built-in default: global),vigneshwarms,CoreStack-Engg,copilot_premium_request,"{""username"":""vigneshwarms"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,3.480000000000002,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,87,requests,global   # geographic region (built-in default: global),karthigavaradhan,CoreStack-Engg,copilot_premium_request,"{""username"":""karthigavaradhan"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,0.36,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,9,requests,global   # geographic region (built-in default: global),boobathi101,CoreStack-Engg,copilot_premium_request,"{""username"":""boobathi101"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,0.6,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,15,requests,global   # geographic region (built-in default: global),kavi-yarasi,CoreStack-Engg,copilot_premium_request,"{""username"":""kavi-yarasi"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,1.3200000000000005,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,33,requests,global   # geographic region (built-in default: global),Allwin-saj,CoreStack-Engg,copilot_premium_request,"{""username"":""Allwin-saj"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,0.64,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,16,requests,global   # geographic region (built-in default: global),sujai-r-1991,CoreStack-Engg,copilot_premium_request,"{""username"":""sujai-r-1991"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,0.0264,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,0.66,requests,global   # geographic region (built-in default: global),KavinRajCorestack,CoreStack-Engg,copilot_premium_request,"{""username"":""KavinRajCorestack"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-01T00:00:00Z,0,0,1.0800000000000003,Usage,Monthly,2026-03-01T23:59:59Z,2026-03-01T00:00:00Z,Copilot,27,requests,global   # geographic region (built-in default: global),vidyasagarkarnati,CoreStack-Engg,copilot_premium_request,"{""username"":""vidyasagarkarnati"",""organization"":""CoreStack-Engg""}",Requests,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),zubairhussainDE,CoreStack-Engg,copilot_for_business,"{""username"":""zubairhussainDE"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),sankara-nps,CoreStack-Engg,copilot_for_business,"{""username"":""sankara-nps"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Subhashini-Varatharajan,CoreStack-Engg,copilot_for_business,"{""username"":""Subhashini-Varatharajan"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),vigneshwarms,CoreStack-Engg,copilot_for_business,"{""username"":""vigneshwarms"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),gokulpalaniswamy,CoreStack-Engg,copilot_for_business,"{""username"":""gokulpalaniswamy"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),dineshchandmaddi,CoreStack-Engg,copilot_for_business,"{""username"":""dineshchandmaddi"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),vijaycorestack,CoreStack-Engg,copilot_for_business,"{""username"":""vijaycorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),VelanS-CS,CoreStack-Engg,copilot_for_business,"{""username"":""VelanS-CS"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),tarunch1810-bot,CoreStack-Engg,copilot_for_business,"{""username"":""tarunch1810-bot"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),SivaVenkatSK,CoreStack-Engg,copilot_for_business,"{""username"":""SivaVenkatSK"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),praveenvisvacorestack,CoreStack-Engg,copilot_for_business,"{""username"":""praveenvisvacorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),KavinRajCorestack,CoreStack-Engg,copilot_for_business,"{""username"":""KavinRajCorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),sujai-r-1991,CoreStack-Engg,copilot_for_business,"{""username"":""sujai-r-1991"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Kajalsinghcorestack,CoreStack-Engg,copilot_for_business,"{""username"":""Kajalsinghcorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Manoj-Fork,CoreStack-Engg,copilot_for_business,"{""username"":""Manoj-Fork"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),sneham0615,CoreStack-Engg,copilot_for_business,"{""username"":""sneham0615"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),vamsiyerra3797,CoreStack-Engg,copilot_for_business,"{""username"":""vamsiyerra3797"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Allwin-saj,CoreStack-Engg,copilot_for_business,"{""username"":""Allwin-saj"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Avinash-Naidu,CoreStack-Engg,copilot_for_business,"{""username"":""Avinash-Naidu"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Snegha14,CoreStack-Engg,copilot_for_business,"{""username"":""Snegha14"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),bikash2056,CoreStack-Engg,copilot_for_business,"{""username"":""bikash2056"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),cs-doug,CoreStack-Engg,copilot_for_business,"{""username"":""cs-doug"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),kaviya2005-dot,CoreStack-Engg,copilot_for_business,"{""username"":""kaviya2005-dot"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),SaranyaJeyakumar,CoreStack-Engg,copilot_for_business,"{""username"":""SaranyaJeyakumar"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),ramya-c2,CoreStack-Engg,copilot_for_business,"{""username"":""ramya-c2"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),KathirS-dev,CoreStack-Engg,copilot_for_business,"{""username"":""KathirS-dev"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),vigneshwaranCorestack,CoreStack-Engg,copilot_for_business,"{""username"":""vigneshwaranCorestack"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),Deepachandran22,CoreStack-Engg,copilot_for_business,"{""username"":""Deepachandran22"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
GitHub,org-CoreStack-Engg,CoreStack Engineering,USD      # ISO 4217 code  (built-in default: USD),2026-04-01T00:00:00Z,2026-03-02T00:00:00Z,0.612903216,0.612903216,0.612903216,Usage,Monthly,2026-03-02T23:59:59Z,2026-03-02T00:00:00Z,Copilot,0.032258064,user-months,global   # geographic region (built-in default: global),balan-ukkirapandian,CoreStack-Engg,copilot_for_business,"{""username"":""balan-ukkirapandian"",""organization"":""CoreStack-Engg""}",User Months,Developer Tools
