"date","product","sku","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","username","organization","repository","workflow_path","cost_center_name"
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","corestack-RKS","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","karthigavaradhan","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","saravana1257","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","aakashgpspawan","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","amitheshkn-corestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","VamshikrishnaDataEng","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","pylaniharika","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","cs-gangareddy","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","ponrajcorestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","Zamruthbegum25","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","mohanlalcorestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","Santhoshh7","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","corestack-mp","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","vidyasagarkarnati","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","Vishali0325","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","sundarmurthi007","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_for_business","0.032258064","user-months","19","0.612903216","0","0.612903216","Nithincorestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","4","requests","0.04","0.16","0.16","0","vigneshwarms","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","21","requests","0.04","0.8400000000000002","0.8400000000000002","0","Allwin-saj","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","2","requests","0.04","0.08","0.08","0","SivaVenkatSK","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","36","requests","0.04","1.4400000000000006","1.4400000000000006","0","KathirS-dev","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","vigneshwaranCorestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","57","requests","0.04","2.280000000000001","2.280000000000001","0","compliance-user","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","1.2","requests","0.04","0.048","0.048","0","SRIDHAR-CORESTACK","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","25","requests","0.04","1.0000000000000002","1.0000000000000002","0","kavi-yarasi","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","25","requests","0.04","1.0000000000000002","1.0000000000000002","0","kaviya2005-dot","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","3.9600000000000004","requests","0.04","0.15839999999999999","0.15839999999999999","0","pylaniharika","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","10","requests","0.04","0.39999999999999997","0.39999999999999997","0","gvg-cs","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","5","requests","0.04","0.2","0.2","0","bandarujayendra","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","22.799999999999994","requests","0.04","0.9120000000000003","0.9120000000000003","0","corestack-RKS","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","7.33","requests","0.04","0.2932","0.2932","0","amitheshkn-corestack","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","45","requests","0.04","1.8000000000000007","1.8000000000000007","0","sureshc-cloud","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","12.66","requests","0.04","0.5064","0.5064","0","Santhoshh7","CoreStack-Engg","","",""
"2026-03-02","copilot","copilot_premium_request","15","requests","0.04","0.6","0.6","0","karthigavaradhan","CoreStack-Engg","","",""
